업체명,연락처,업종,업태,행정동,도로명 주소,위도,경도,데이터 기준일자
청우마트,054-251-2996,도소매,슈퍼,환여동,경상북도 포항시 북구 삼호로 513(환호동),36.0734017,129.3972721,2019-08-07
145(일사오),054-255-0145,음식점,브런치카페,환여동,경상북도 포항시 북구 해안로 445번길 13(환호동),36.0728958,129.4048972,2019-08-07
미하스,054-248-7724,음숙,카페,환여동,경상북도 포항시 북구 해안로 445번길 20-5(환호동),36.0739498,129.4049213,2019-08-07
영일만수산,054-231-0182,도소매,수산물,환여동,경상북도 포항시 북구 해안로 447(환호동),36.0725384,129.4060031,2019-08-07
다해회집,054-252-2530,음식,,환여동,경상북도 포항시 북구 해안로 443-1(환호동),36.0722954,129.4056561,2019-08-07
페리카나통닭환호점,054-252-3604,음숙,치킨,환여동,경상북도 포항시 북구 삼호로 458(환호동),36.0695128,129.3979953,2019-08-07
카페DONO,054-253-1717,음식점,커피,환여동,경상북도 포항시 북구 해안로 441번길 5-4(환호동),36.0724388,129.4050707,2019-08-07
낭만수제어묵,054-261-8877,음식,,환여동,경상북도 포항시 북구 천마로 15(양덕동),36.078054,129.3967279,2019-08-07
씨유 환호희망점,,소매,소매,환여동,경상북도 포항시 북구 삼호로 455(환호동),36.0699032,129.3977713,2019-08-07
더뷰,054-256-8889,음식점,커피,환여동,"경상북도 포항시 북구 여남포길 21번길 15-7, 1층(환호동)",36.0734359,129.4068191,2019-08-07
에스피에스타,054-241-1711,음식점,일반음식점,환여동,경상북도 포항시 북구 여남포길 21번길 15-8(환호동),36.0733838,129.4066285,2019-08-07
서일전력,,건설업,전기공사,환여동,경상북도 포항시 북구 삼호로 509번길 19(환호동),36.0718923,129.3975354,2019-08-07
장성한마음치과의원,054-293-2875,보건,치과,환여동,"경상북도 포항시 북구 새천년대로 1317, 장성메디칼5층(장성동)",36.0760284,129.39104,2019-08-07
마산식당,054-242-2276,음숙,한식,환여동,경상북도 포항시 북구 삼호로 468번길 2-1(환호동),36.0696325,129.3994947,2019-08-07
신포항주유소,054-253-5151,도소매,주유소,환여동,경상북도 포항시 북구 삼호로 526(환호동),36.0747594,129.3978905,2019-08-07
소문난돼지국밥,,음식,한식,환여동,경상북도 포항시 북구 삼호로 468번길 10-1(환호동),36.0697217,129.4003588,2019-08-07
수정장식,054-251-3142,소매,기타지류,환여동,경상북도 포항시 북구 삼호로 468번길 12(환호동),36.069725,129.4005008,2019-08-07
이안헤어펌,,서비스,일반미용,환여동,경상북도 포항시 북구 삼호로 396(환호동),36.068225,129.3912813,2019-08-07
케이카클리닉,054-251-5456,서비스,자동차정비,환여동,경상북도 포항시 북구 삼호로 446(환호동),36.0693466,129.3968731,2019-08-07
다온헤어,,서비스,일반미용,환여동,"경상북도 포항시 북구 삼호로 394, 103호(환호동)",36.0682131,129.3909773,2019-08-07
별커피숍,054-256-6634,음식,휴게음식,환여동,경상북도 포항시 북구 삼호로 428-1(환호동),36.069063,129.3948436,2019-08-07
자매식당,054-241-5775,음식점,한식,환여동,경상북도 포항시 북구 삼호로 468번길 6-1(환호동),36.069593,129.3998674,2019-08-07
샛별건강원,054-243-6439,제조,건강원,송라면,경상북도 포항시 북구 송라면 보경로 49,36.2283074,129.3575258,2019-08-07
송화,,음식,한식,송라면,경상북도 포항시 북구 송라면 보경로43번길 6,36.2277911,129.3577924,2019-08-07
백세건강원,054-247-8997,도소매,제조,송라면,경상북도 포항시 북구 송라면 광천길 8,36.2275906,129.3582029,2019-08-07
준성식당,,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 29,36.2285817,129.359443,2019-08-07
장춘족발,054-243-3219,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 47,36.2282343,129.3576441,2019-08-07
신성기업공사,054-232-1182,도매,자동차타이어및튜브,송라면,경상북도 포항시 북구 송라면 동해대로 2762,36.2130851,129.352707,2019-08-07
부산식당,054-262-6669,음식,일반,송라면,경상북도 포항시 북구 송라면 보경로 465,36.2457221,129.3193338,2019-08-07
나드리식당,,음식,음식,송라면,경상북도 포항시 북구 송라면 보경로 40,36.228374,129.358334,2019-08-07
파마머리미용실,054-251-1531,서비스,미용,송라면,경상북도 포항시 북구 송라면 보경로 55,36.2284432,129.35677,2019-08-07
송라세탁,,서비스,세탁,송라면,경상북도 포항시 북구 송라면 보경로53번길 8,36.2279286,129.3569611,2019-08-07
해오름식당,054-242-4456,음식점,호프,송라면,경상북도 포항시 북구 송라면 광천길5-1,36.2273666,129.3583205,2019-08-07
도화정식당,,음숙,한식,송라면,경상북도 포항시 북구 송라면 광천길5,36.2273413,129.3585106,2019-08-07
송라건재,054-243-6154,도소매,소매,송라면,경상북도 포항시 북구 송라면 광천길 3,36.22736,129.3587003,2019-08-07
멕시카나 치킨,,음숙,음숙,송라면,경상북도 포항시 북구 송라면 보경로 49-1,36.2283404,129.3574564,2019-08-07
송라수퍼,,소매,슈퍼,송라면,경상북도 포항시 북구 송라면 광천길4-11,36.2278768,129.3585714,2019-08-07
고려페인트,,소매,페인트,송라면,경상북도 포항시 북구 송라면 보경로43번길 1,36.2279914,129.358257,2019-08-07
최한약방,,소매,한약,송라면,경상북도 포항시 북구 송라면 보경로 43번길 3-8,36.227685,129.3582781,2019-08-07
중앙약국,,소매,양약,송라면,경상북도 포항시 북구 송라면 동해대로 2829,36.2185521,129.3542005,2019-08-07
춘하추동,,"음숙,소매","한식,식육",송라면,경상북도 포항시 북구 송라면 보경로 46,36.2283977,129.3579578,2019-08-07
조은미용실,054-252-5424,서비스,미용,송라면,경상북도 포항시 북구 송라면 보경로 43번길 3,36.2278687,129.358228,2019-08-07
혜성세탁소,,서비스,세탁,송라면,경상북도 포항시 북구 송라면 보경로 43번길 6,36.2277911,129.3577924,2019-08-07
대동식당,,음식,한식,송라면,경상북도 포항시 북구 송라면 보경로 34,36.2286505,129.3590453,2019-08-07
88식당,054-262-0938,음식,정식,송라면,경상북도 포항시 북구 송라면 보경로 451,36.2448016,129.3200656,2019-08-07
학산식당,054-262-1706,음식,정식,송라면,경상북도 포항시 북구 송라면 보경로 332-6,36.2391037,129.3305599,2019-08-07
부원식당,054-262-0229,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 451-8,36.2447203,129.319935,2019-08-07
고향슈퍼,054-261-7123,소매,슈퍼마켓,송라면,경상북도 포항시 북구 송라면 중리길95번길 24-12,36.2365791,129.3266122,2019-08-07
청하식당,054-262-0945,음식,오리,송라면,경상북도 포항시 북구 송라면 보경로 459,36.2452835,129.3196717,2019-08-07
외갓집식당,054-262-1604,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 461번길 3-7,36.2450673,129.3196239,2019-08-07
만공식당,054-262-1237,음식,한식,송라면,경상북도 포항시 북구 송라면 보경로 467,36.2459297,129.319244,2019-08-07
영일식당,054-262-1130,음식,한식,송라면,경상북도 포항시 북구 송라면 보경로 463-1,36.2455955,129.31941,2019-08-07
보경식당,054-262-0638,음식,간이음식점,송라면,경상북도 포항시 북구 송라면 보경로 463 ,36.2455069,129.319466,2019-08-07
선비고을가든,054-261-9998,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 474,36.2466604,129.3194767,2019-08-07
신라식당,,음식,일반,송라면,경상북도 포항시 북구 송라면 보경로 517,36.2500282,129.3189807,2019-08-07
삼보가든,,음식,한식,송라면,경상북도 포항시 북구 송라면 보경로 475,36.246764,129.3191647,2019-08-07
진주식당,054-262-1632,음식,간이음식점,송라면,경상북도 포항시 북구 송라면 보경로 457-1 ,36.2451706,129.3197547,2019-08-07
백세인생,054-262-8885,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 459,36.2452835,129.3196717,2019-08-07
동백식당,054-262-2921,음식,정식,송라면,경상북도 포항시 북구 송라면 보경로 455,36.2449742,129.319949,2019-08-07
대구슈퍼,054-262-0160,도소매,슈퍼,송라면,경상북도 포항시 북구 송라면 보경로 454,36.2449304,129.3203664,2019-08-07
뿌리목공예쉼터,,소매,목공예품,송라면,경상북도 포항시 북구 송라면 보경로 267,36.2357085,129.3363622,2019-08-07
향로봉가든,,음식,한식,송라면,경상북도 포항시 북구 송라면 보경로 253,36.235099,129.337632,2019-08-07
늘푸른캠핑장,054-262-1185,숙박,야영장업,송라면,경상북도 포항시 북구 송라면 중리길 14,36.2350294,129.3359497,2019-08-07
봉선식당,054-262-0568,음식,정식,송라면,경상북도 포항시 북구 송라면 보경로 498,36.2484973,129.3200692,2019-08-07
내연산송이,054-252-8642,소매,송이버섯,송라면,경상북도 포항시 북구 송라면 보경로 207-10,36.2327333,129.3414739,2019-08-07
문수봉가든,054-262-9982,음식,정식,송라면,경상북도 포항시 북구 송라면 보경로 471,36.2463411,129.3191618,2019-08-07
천령산가든,054-261-4330,음숙,한식,송라면,경상북도 포항시 북구 송라면 보경로 473,36.246573,129.3191662,2019-08-07
내연산식당,054-261-9976,음식,정식,송라면,경상북도 포항시 북구 송라면 보경로 465,36.2457221,129.3193338,2019-08-07
중국성,054-244-5515,음식,중식,송라면,경상북도 포항시 북구 송라면 보경로43번길 1,36.2279914,129.358257,2019-08-07
자금성,,음식,중식,송라면,경상북도 포항시 북구 송라면 동해대로 2905,36.225126,129.3568942,2019-08-07
참새미시골밥상,054-244-1144,음식,한식,송라면,경상북도 포항시 북구 송라면 동해대로 2757,36.2129743,129.3514899,2019-08-07
이야기를담는뚝배기,,음숙,한식,송라면,경상북도 포항시 북구 송라면 동해대로 2760,36.2129647,129.3523942,2019-08-07
강구건어물,,도소매,건어물,송라면,경상북도 포항시 북구 송라면 동해대로 2829,36.2185521,129.3542005,2019-08-07
보경사 왕손짜장,,음식,중식,송라면,경상북도 포항시 북구 송라면 동해대로2758,36.2126875,129.3523833,2019-08-07
팔각정식당,054-261-6168,음숙,횟집,송라면,경상북도 포항시 북구 송라면 동해대로3378번길 6,36.2643759,129.3748327,2019-08-07
청기와횟집,054-261-4249,음식,한식,송라면,경상북도 포항시 북구 송라면 동해대로3378번길 8,36.2645106,129.3748449,2019-08-07
지경식당,,음숙,한식,송라면,경상북도 포항시 북구 송라면 동해대로3378번길 30,36.2666216,129.375323,2019-08-07
거북바위횟집,054-261-5989,음식,,송라면,경상북도 포항시 북구 송라면 동해대로3378번길 10,36.2650112,129.3750145,2019-08-07
파도소리,054-261-6766,음식,한식,송라면,경상북도 포항시 북구 송라면 동해대로 3356-27,36.2624625,129.3747082,2019-08-07
포에버펜션,,숙박,민박,송라면,경상북도 포항시 북구 송라면 해안로 2917-17,36.2396941,129.3793353,2019-08-07
일번지회&대게,054-262-1996,음식,"회,대게",송라면,경상북도 포항시 북구 송라면 동해대로 3356-11,36.2623273,129.3746917,2019-08-07
돌고래이야기팬션,054-244-2003,숙박,민박,송라면,경상북도 포항시 북구 송라면 해안로 2915,36.2398801,129.3806012,2019-08-07
천년바위펜션,,숙박,펜션,송라면,경상북도 포항시 북구 송라면 해안로 2883-11,36.2380517,129.381763,2019-08-07
일박이일펜션,,숙박,민박,송라면,경상북도 포항시 북구 송라면 해안로 2845-1,36.2350252,129.3814169,2019-08-07
커피방석,054-255-2820,음식,휴게음식,송라면,경상북도 포항시 북구 송라면 해안로 2820,36.2328335,129.3798276,2019-08-07
반송정국시,,음식,,송라면,경상북도 포항시 북구 송라면 해안로 2798,36.2311415,129.3794516,2019-08-07
씨슈어,054-277-3883,숙박,펜션,송라면,경상북도 포항시 북구 송라면 해안로2672번길 39,36.2241313,129.3856387,2019-08-07
바다풍경펜션,054-248-0120,숙박,민박,송라면,경상북도 포항시 북구 송라면 해안로2672번길 43-10,36.2241097,129.3852014,2019-08-07
포구횟집,054-249-8589,음숙,한식,송라면,경상북도 포항시 북구 송라면 해안로2692번길 3-6,36.2238102,129.3843698,2019-08-07
천마카센타,,서비스,정비,송라면,경상북도 포항시 북구 송라면 동해대로 3094,36.2390484,129.3685964,2019-08-07
하늘바다펜션,054-242-8577,음숙,펜션,송라면,경상북도 포항시 북구 송라면 봉화길245번길 45,36.2404129,129.3808371,2019-08-07
화진모래알펜션_가동,,숙박,숙박시설 운영업,송라면,경상북도 포항시 북구 송라면 봉화길245번길 44,36.2409508,129.3809676,2019-08-07
화진펜션,054-262-0243,음숙,펜션,송라면,경상북도 포항시 북구 송라면 동해대로 3320,36.2588453,129.3738185,2019-08-07
화진펜션매점,054-262-0243,소매,식잡,송라면,경상북도 포항시 북구 송라면 동해대로 3320,36.2588453,129.3738185,2019-08-07
아쿠아벨식당,054-249-5676,음식,음식,송라면,경상북도 포항시 북구 송라면 봉화길 173,36.2334103,129.3823943,2019-08-07
까망아제네팜,054-252-2253,도매,농산물,송라면,경상북도 포항시 북구 송라면 동해대로 2767,36.2137196,129.351895,2019-08-07
송라휴게소,,소매,"식잡,담배",송라면,경상북도 포항시 북구 송라면 동해대로 2834,36.2189975,129.3557911,2019-08-07
혜림회식당,054-243-5759,음식,한식,송라면,경상북도 포항시 북구 송라면 해안로2692번길 3-2,36.2238151,129.3841503,2019-08-07
화진별장펜션(2),,숙박업,민박,송라면,경상북도 포항시 북구 송라면 해안로 해안로2973-45,36.24072855,129.3752466,2019-08-07
미니슈퍼,,도소매,슈퍼,송라면,경상북도 포항시 북구 송라면 봉화길 164,36.2329483,129.3813148,2019-08-07
정선횟집,054-243-6031,음숙,한식,송라면,경상북도 포항시 북구 송라면 해안로2672번길 35,36.2238782,129.3858554,2019-08-07
멕시칸 양념통닭,,음숙,음숙,송라면,경상북도 포항시 북구 송라면 보경로 42-1,36.2283453,129.3580999,2019-08-07
내연산보담송이버섯,,농업,채소,송라면,경상북도 포항시 북구 송라면 중리길 41,36.2347691,129.3346846,2019-08-07
송라보경샷시,,건설,창호,송라면,경상북도 포항시 북구 송라면 보경로53번길 4,36.2280931,129.3568827,2019-08-07
